                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                 1.0318,                0.81318,                 1.2795,                 0.7723,                0.71151,                0.76186,                0.43001,                 1.4944,                 1.1049,                 1.7095,              0.0032556,              0.0032556,              0.0032556
                    112,                0.99399,                0.78817,                 1.2555,                0.80098,                0.68612,                0.77323,                0.43762,                 1.5022,                 1.1291,                 1.7269,              0.0031938,              0.0031938,              0.0031938
                    113,                0.99702,                0.79474,                 1.2643,                0.79184,                0.71398,                0.77495,                0.43264,                 1.4939,                 1.0694,                 1.7172,              0.0031319,              0.0031319,              0.0031319
                    114,                0.98345,                 0.7785,                 1.2514,                0.78423,                0.72082,                0.76051,                0.42776,                 1.5321,                 1.0841,                 1.7495,                0.00307,                0.00307,                0.00307
                    115,                0.99529,                0.78709,                 1.2633,                0.78662,                 0.7152,                0.77127,                0.43579,                 1.5043,                 1.0733,                 1.7062,              0.0030081,              0.0030081,              0.0030081
                    116,                  1.015,                0.78929,                 1.2777,                0.80762,                0.66879,                0.75514,                0.41137,                 1.5733,                 1.1374,                  1.784,              0.0029462,              0.0029462,              0.0029462
                    117,                0.99781,                0.79687,                 1.2738,                0.77087,                0.71106,                0.76042,                0.42111,                 1.5487,                 1.1041,                 1.7603,              0.0028844,              0.0028844,              0.0028844
                    118,                 0.9625,                0.77067,                 1.2286,                0.75913,                 0.7224,                0.75767,                0.43182,                 1.4906,                 1.0488,                 1.7104,              0.0028225,              0.0028225,              0.0028225
                    119,                0.97009,                0.76251,                 1.2351,                0.75926,                0.70637,                0.75175,                0.42487,                 1.5149,                 1.0485,                 1.7454,              0.0027606,              0.0027606,              0.0027606
                    120,                0.96465,                 0.7828,                 1.2496,                 0.7537,                0.67823,                0.71351,                0.39303,                   1.58,                 1.1264,                 1.8107,              0.0026987,              0.0026987,              0.0026987
                    121,                0.94925,                0.75675,                 1.2434,                0.77811,                0.69139,                0.75739,                0.41939,                 1.5521,                 1.0652,                 1.7242,              0.0026369,              0.0026369,              0.0026369
                    122,                 0.9517,                0.76798,                 1.2299,                0.80067,                0.67792,                0.74097,                0.41783,                  1.534,                 1.0824,                 1.7633,               0.002575,               0.002575,               0.002575
                    123,                0.95377,                0.76143,                 1.2428,                 0.7272,                0.73975,                0.75196,                0.42331,                 1.5192,                 1.0255,                 1.7683,              0.0025131,              0.0025131,              0.0025131
                    124,                0.96028,                0.75294,                 1.2319,                0.73257,                0.72154,                0.74966,                0.41623,                  1.539,                 1.0955,                  1.739,              0.0024513,              0.0024513,              0.0024513
                    125,                0.94461,                 0.7474,                 1.2183,                0.82263,                0.67303,                0.77174,                0.43104,                 1.5095,                 1.0189,                 1.7422,              0.0023894,              0.0023894,              0.0023894
                    126,                0.94669,                 0.7352,                 1.2201,                0.77478,                 0.7082,                0.76372,                0.41682,                 1.5426,                  1.039,                 1.7915,              0.0023275,              0.0023275,              0.0023275
                    127,                 0.9393,                0.74508,                 1.2383,                0.80709,                0.71271,                0.77723,                0.43937,                 1.5184,                 1.0108,                 1.7493,              0.0022656,              0.0022656,              0.0022656
                    128,                0.92384,                 0.7375,                 1.2147,                0.82485,                0.70505,                0.78126,                0.44427,                  1.496,                 1.0265,                 1.7283,              0.0022038,              0.0022038,              0.0022038
                    129,                0.92548,                0.71309,                 1.2139,                0.81317,                0.66719,                0.76251,                0.42087,                 1.5644,                  1.053,                 1.8133,              0.0021419,              0.0021419,              0.0021419
                    130,                0.91104,                0.71577,                 1.2142,                0.80428,                0.69355,                 0.7791,                0.44069,                 1.5091,                0.99732,                 1.7338,                0.00208,                0.00208,                0.00208
